start_height,end_height,orphan_len,total_orphans_on_run,total_qubic_orphans_on_run,length_qubic_run,qubic_start_height,qubic_end_height,orphan_start_time,orphan_end_time,qubic_start_time,qubic_end_time
3515816,3515816,1,0,0,2,3515816,3515817,2025-10-06 18:31:42+00:00,2025-10-06 18:31:42+00:00,2025-10-06 18:30:11+00:00,2025-10-06 18:31:38+00:00
3515823,3515823,1,0,0,2,3515823,3515824,2025-10-06 18:42:30+00:00,2025-10-06 18:42:30+00:00,2025-10-06 18:40:38+00:00,2025-10-06 18:45:45+00:00
3515847,3515847,1,0,0,2,3515847,3515848,2025-10-06 19:36:31+00:00,2025-10-06 19:36:31+00:00,2025-10-06 19:36:09+00:00,2025-10-06 19:38:15+00:00
3515851,3515851,1,0,0,2,3515851,3515852,2025-10-06 19:49:13+00:00,2025-10-06 19:49:13+00:00,2025-10-06 19:47:01+00:00,2025-10-06 19:51:46+00:00
3515863,3515863,1,0,0,2,3515863,3515864,2025-10-06 20:07:06+00:00,2025-10-06 20:07:06+00:00,2025-10-06 20:06:18+00:00,2025-10-06 20:06:59+00:00
3515865,3515865,1,0,0,2,3515865,3515866,2025-10-06 20:10:18+00:00,2025-10-06 20:10:18+00:00,2025-10-06 20:08:39+00:00,2025-10-06 20:09:50+00:00
3515901,3515902,2,0,0,3,3515901,3515903,2025-10-06 21:32:51+00:00,2025-10-06 21:32:57+00:00,2025-10-06 21:26:36+00:00,2025-10-06 21:32:20+00:00
3515920,3515920,1,0,0,2,3515920,3515921,2025-10-06 22:30:58+00:00,2025-10-06 22:30:58+00:00,2025-10-06 22:29:45+00:00,2025-10-06 22:31:22+00:00
3515931,3515931,1,0,0,2,3515931,3515932,2025-10-06 22:52:24+00:00,2025-10-06 22:52:24+00:00,2025-10-06 22:51:01+00:00,2025-10-06 22:54:31+00:00
3515933,3515933,1,0,0,2,3515933,3515934,2025-10-06 22:56:38+00:00,2025-10-06 22:56:38+00:00,2025-10-06 22:55:49+00:00,2025-10-06 22:57:52+00:00
3515935,3515935,1,0,0,2,3515935,3515936,2025-10-06 22:59:40+00:00,2025-10-06 22:59:40+00:00,2025-10-06 23:03:17+00:00,2025-10-06 23:03:59+00:00
3515938,3515938,1,0,0,2,3515938,3515939,2025-10-06 23:06:50+00:00,2025-10-06 23:06:50+00:00,2025-10-06 23:05:31+00:00,2025-10-06 23:06:23+00:00
3515946,3515950,5,0,0,7,3515946,3515952,2025-10-06 23:30:16+00:00,2025-10-06 23:38:29+00:00,2025-10-06 23:23:02+00:00,2025-10-06 23:35:12+00:00
3515966,3515966,1,0,0,2,3515966,3515967,2025-10-07 00:08:05+00:00,2025-10-07 00:08:05+00:00,2025-10-07 00:07:43+00:00,2025-10-07 00:08:13+00:00
3515977,3515977,1,0,0,2,3515977,3515978,2025-10-07 00:30:26+00:00,2025-10-07 00:30:26+00:00,2025-10-07 00:30:42+00:00,2025-10-07 00:31:20+00:00
3515993,3515993,1,0,0,2,3515993,3515994,2025-10-07 01:12:39+00:00,2025-10-07 01:12:39+00:00,2025-10-07 01:11:26+00:00,2025-10-07 01:11:40+00:00
3516011,3516011,1,0,0,2,3516011,3516012,2025-10-07 01:52:43+00:00,2025-10-07 01:52:43+00:00,2025-10-07 01:47:05+00:00,2025-10-07 01:52:48+00:00
3516019,3516023,5,0,0,7,3516019,3516025,2025-10-07 02:24:20+00:00,2025-10-07 02:35:21+00:00,2025-10-07 02:12:23+00:00,2025-10-07 02:26:35+00:00
3516031,3516031,1,0,0,2,3516031,3516032,2025-10-07 02:55:00+00:00,2025-10-07 02:55:00+00:00,2025-10-07 02:54:15+00:00,2025-10-07 02:54:31+00:00
3516037,3516037,1,0,0,2,3516037,3516038,2025-10-07 03:06:15+00:00,2025-10-07 03:06:15+00:00,2025-10-07 03:02:41+00:00,2025-10-07 03:04:56+00:00
3516046,3516046,1,0,0,2,3516046,3516047,2025-10-07 03:22:36+00:00,2025-10-07 03:22:36+00:00,2025-10-07 03:22:13+00:00,2025-10-07 03:22:31+00:00
3516050,3516050,1,0,0,2,3516050,3516051,2025-10-07 03:33:01+00:00,2025-10-07 03:33:01+00:00,2025-10-07 03:31:53+00:00,2025-10-07 03:34:01+00:00
3516056,3516058,3,0,0,4,3516056,3516059,2025-10-07 03:50:38+00:00,2025-10-07 03:57:33+00:00,2025-10-07 03:47:07+00:00,2025-10-07 03:51:18+00:00
3516068,3516068,1,0,0,2,3516068,3516069,2025-10-07 04:15:52+00:00,2025-10-07 04:15:52+00:00,2025-10-07 04:13:59+00:00,2025-10-07 04:18:18+00:00
3516083,3516085,3,0,0,5,3516083,3516087,2025-10-07 04:57:05+00:00,2025-10-07 04:59:11+00:00,2025-10-07 04:45:30+00:00,2025-10-07 04:58:55+00:00
3516091,3516092,2,0,0,3,3516091,3516093,2025-10-07 05:07:13+00:00,2025-10-07 05:07:14+00:00,2025-10-07 05:03:39+00:00,2025-10-07 05:05:23+00:00
3516100,3516100,1,0,0,2,3516100,3516101,2025-10-07 05:26:56+00:00,2025-10-07 05:26:56+00:00,2025-10-07 05:26:51+00:00,2025-10-07 05:27:06+00:00
3516108,3516108,1,0,0,2,3516108,3516109,2025-10-07 05:38:09+00:00,2025-10-07 05:38:09+00:00,2025-10-07 05:35:40+00:00,2025-10-07 05:37:02+00:00
3516110,3516110,1,0,0,2,3516110,3516111,2025-10-07 05:41:04+00:00,2025-10-07 05:41:04+00:00,2025-10-07 05:40:10+00:00,2025-10-07 05:44:22+00:00
3516120,3516120,1,0,0,2,3516120,3516121,2025-10-07 06:09:06+00:00,2025-10-07 06:09:06+00:00,2025-10-07 06:04:56+00:00,2025-10-07 06:05:32+00:00
3516122,3516122,1,0,0,2,3516122,3516123,2025-10-07 06:09:56+00:00,2025-10-07 06:09:56+00:00,2025-10-07 06:09:58+00:00,2025-10-07 06:11:27+00:00
3516126,3516128,3,0,0,4,3516126,3516129,2025-10-07 06:18:25+00:00,2025-10-07 06:19:38+00:00,2025-10-07 06:14:43+00:00,2025-10-07 06:18:38+00:00
3516153,3516153,1,0,0,2,3516153,3516154,2025-10-07 06:56:02+00:00,2025-10-07 06:56:02+00:00,2025-10-07 06:55:07+00:00,2025-10-07 06:56:49+00:00
3516157,3516157,1,0,0,2,3516157,3516158,2025-10-07 07:00:07+00:00,2025-10-07 07:00:07+00:00,2025-10-07 06:59:43+00:00,2025-10-07 07:05:46+00:00
3516173,3516173,1,0,0,2,3516173,3516174,2025-10-07 07:26:07+00:00,2025-10-07 07:26:07+00:00,2025-10-07 07:25:51+00:00,2025-10-07 07:27:15+00:00
3516187,3516187,1,0,0,2,3516187,3516188,2025-10-07 07:49:15+00:00,2025-10-07 07:49:15+00:00,2025-10-07 07:43:18+00:00,2025-10-07 07:44:13+00:00
3516189,3516189,1,0,0,2,3516189,3516190,2025-10-07 07:52:15+00:00,2025-10-07 07:52:15+00:00,2025-10-07 07:49:55+00:00,2025-10-07 07:52:52+00:00
3516191,3516191,1,0,0,2,3516191,3516192,2025-10-07 07:57:15+00:00,2025-10-07 07:57:15+00:00,2025-10-07 07:54:12+00:00,2025-10-07 07:59:03+00:00
3516202,3516202,1,0,0,2,3516202,3516203,2025-10-07 08:23:19+00:00,2025-10-07 08:23:19+00:00,2025-10-07 08:24:38+00:00,2025-10-07 08:26:01+00:00
3516205,3516209,5,0,0,7,3516205,3516211,2025-10-07 08:35:44+00:00,2025-10-07 08:39:29+00:00,2025-10-07 08:27:46+00:00,2025-10-07 08:37:25+00:00
3516215,3516215,1,0,0,3,3516215,3516217,2025-10-07 08:45:34+00:00,2025-10-07 08:45:34+00:00,2025-10-07 08:43:15+00:00,2025-10-07 08:48:23+00:00
3516223,3516223,1,0,0,2,3516223,3516224,2025-10-07 09:06:43+00:00,2025-10-07 09:06:43+00:00,2025-10-07 08:58:21+00:00,2025-10-07 09:01:00+00:00
3516225,3516225,1,0,0,2,3516225,3516226,2025-10-07 09:08:42+00:00,2025-10-07 09:08:42+00:00,2025-10-07 09:07:12+00:00,2025-10-07 09:09:59+00:00
3516239,3516239,1,0,0,2,3516239,3516240,2025-10-07 09:39:45+00:00,2025-10-07 09:39:45+00:00,2025-10-07 09:36:42+00:00,2025-10-07 09:38:24+00:00
3516246,3516246,1,0,0,2,3516246,3516247,2025-10-07 09:49:26+00:00,2025-10-07 09:49:26+00:00,2025-10-07 09:47:31+00:00,2025-10-07 09:50:29+00:00
3516252,3516252,1,0,0,2,3516252,3516253,2025-10-07 09:58:48+00:00,2025-10-07 09:58:48+00:00,2025-10-07 09:58:58+00:00,2025-10-07 09:59:50+00:00
3516263,3516263,1,0,0,2,3516263,3516264,2025-10-07 10:15:07+00:00,2025-10-07 10:15:07+00:00,2025-10-07 10:15:04+00:00,2025-10-07 10:15:08+00:00
3516311,3516311,1,0,0,2,3516311,3516312,2025-10-07 11:44:12+00:00,2025-10-07 11:44:12+00:00,2025-10-07 11:45:38+00:00,2025-10-07 11:48:22+00:00
3516315,3516315,1,0,0,2,3516315,3516316,2025-10-07 11:51:28+00:00,2025-10-07 11:51:28+00:00,2025-10-07 11:54:25+00:00,2025-10-07 11:59:04+00:00
3522892,3522892,1,0,0,1,3522892,3522892,2025-10-16 13:12:32+00:00,2025-10-16 13:12:32+00:00,2025-10-16 13:12:36+00:00,2025-10-16 13:12:36+00:00
3523641,3523641,1,1,1,1,3523641,3523641,2025-10-17 14:26:43+00:00,2025-10-17 14:26:43+00:00,2025-10-17 14:26:43+00:00,2025-10-17 14:26:43+00:00
3523876,3523876,1,0,0,2,3523876,3523877,2025-10-17 23:16:17+00:00,2025-10-17 23:16:17+00:00,2025-10-17 23:16:19+00:00,2025-10-17 23:18:35+00:00
