start_height,end_height,orphan_len,total_orphans_on_run,total_qubic_orphans_on_run,length_qubic_run,qubic_start_height,qubic_end_height,orphan_start_time,orphan_end_time,qubic_start_time,qubic_end_time
3498109,3498109,1,0,0,2,3498109,3498110,2025-09-12 01:56:07+00:00,2025-09-12 01:56:07+00:00,2025-09-12 01:55:30+00:00,2025-09-12 01:55:58+00:00
3498118,3498118,1,0,0,2,3498118,3498119,2025-09-12 02:11:20+00:00,2025-09-12 02:11:20+00:00,2025-09-12 02:10:58+00:00,2025-09-12 02:12:59+00:00
3498123,3498123,1,0,0,2,3498123,3498124,2025-09-12 02:18:50+00:00,2025-09-12 02:18:50+00:00,2025-09-12 02:16:18+00:00,2025-09-12 02:22:04+00:00
3498126,3498126,1,0,0,2,3498126,3498127,2025-09-12 02:24:44+00:00,2025-09-12 02:24:44+00:00,2025-09-12 02:24:48+00:00,2025-09-12 02:29:33+00:00
3498138,3498138,1,0,0,2,3498138,3498139,2025-09-12 02:51:04+00:00,2025-09-12 02:51:04+00:00,2025-09-12 02:50:17+00:00,2025-09-12 02:52:35+00:00
3498140,3498140,1,0,0,4,3498140,3498143,2025-09-12 03:00:47+00:00,2025-09-12 03:00:47+00:00,2025-09-12 02:53:58+00:00,2025-09-12 03:05:20+00:00
3498144,3498144,1,0,0,2,3498144,3498145,2025-09-12 03:10:46+00:00,2025-09-12 03:10:46+00:00,2025-09-12 03:08:08+00:00,2025-09-12 03:28:02+00:00
3498162,3498162,1,0,0,2,3498162,3498163,2025-09-12 04:01:01+00:00,2025-09-12 04:01:01+00:00,2025-09-12 04:01:28+00:00,2025-09-12 04:06:52+00:00
3498165,3498165,1,0,0,3,3498165,3498167,2025-09-12 04:11:12+00:00,2025-09-12 04:11:12+00:00,2025-09-12 04:10:55+00:00,2025-09-12 04:11:21+00:00
3498173,3498174,2,0,0,3,3498173,3498175,2025-09-12 04:32:53+00:00,2025-09-12 04:35:01+00:00,2025-09-12 04:25:40+00:00,2025-09-12 04:32:25+00:00
3498178,3498178,1,0,0,2,3498178,3498179,2025-09-12 04:41:45+00:00,2025-09-12 04:41:45+00:00,2025-09-12 04:39:53+00:00,2025-09-12 04:40:30+00:00
3498185,3498185,1,0,0,2,3498185,3498186,2025-09-12 04:55:53+00:00,2025-09-12 04:55:53+00:00,2025-09-12 04:54:44+00:00,2025-09-12 04:56:42+00:00
3498200,3498200,1,0,0,2,3498200,3498201,2025-09-12 05:24:15+00:00,2025-09-12 05:24:15+00:00,2025-09-12 05:22:00+00:00,2025-09-12 05:23:49+00:00
3498205,3498206,2,0,0,3,3498205,3498207,2025-09-12 05:37:31+00:00,2025-09-12 05:37:48+00:00,2025-09-12 05:31:23+00:00,2025-09-12 05:35:14+00:00
3498209,3498209,1,0,0,2,3498209,3498210,2025-09-12 05:42:41+00:00,2025-09-12 05:42:41+00:00,2025-09-12 05:42:40+00:00,2025-09-12 05:45:07+00:00
3498212,3498212,1,0,0,2,3498212,3498213,2025-09-12 05:49:22+00:00,2025-09-12 05:49:22+00:00,2025-09-12 05:47:04+00:00,2025-09-12 05:51:30+00:00
3498214,3498216,3,0,0,4,3498214,3498217,2025-09-12 05:58:16+00:00,2025-09-12 06:01:45+00:00,2025-09-12 05:52:22+00:00,2025-09-12 05:55:58+00:00
3498218,3498218,1,0,0,2,3498218,3498219,2025-09-12 06:07:33+00:00,2025-09-12 06:07:33+00:00,2025-09-12 06:06:17+00:00,2025-09-12 06:08:11+00:00
3498222,3498222,1,0,0,2,3498222,3498223,2025-09-12 06:19:06+00:00,2025-09-12 06:19:06+00:00,2025-09-12 06:18:48+00:00,2025-09-12 06:20:39+00:00
3498237,3498237,1,0,0,2,3498237,3498238,2025-09-12 06:51:36+00:00,2025-09-12 06:51:36+00:00,2025-09-12 06:50:11+00:00,2025-09-12 06:50:34+00:00
3498239,3498239,1,0,0,2,3498239,3498240,2025-09-12 06:56:37+00:00,2025-09-12 06:56:37+00:00,2025-09-12 06:54:09+00:00,2025-09-12 06:54:46+00:00
3498245,3498245,1,0,0,2,3498245,3498246,2025-09-12 07:08:44+00:00,2025-09-12 07:08:44+00:00,2025-09-12 07:03:40+00:00,2025-09-12 07:10:53+00:00
3498249,3498249,1,0,0,2,3498249,3498250,2025-09-12 07:19:41+00:00,2025-09-12 07:19:41+00:00,2025-09-12 07:26:42+00:00,2025-09-12 07:30:27+00:00
3498257,3498258,2,0,0,3,3498257,3498259,2025-09-12 07:47:01+00:00,2025-09-12 07:48:34+00:00,2025-09-12 07:44:39+00:00,2025-09-12 07:45:33+00:00
3498272,3498272,1,0,0,2,3498272,3498273,2025-09-12 08:07:33+00:00,2025-09-12 08:07:33+00:00,2025-09-12 08:05:39+00:00,2025-09-12 08:07:23+00:00
3498276,3498276,1,0,0,2,3498276,3498277,2025-09-12 08:13:30+00:00,2025-09-12 08:13:30+00:00,2025-09-12 08:12:54+00:00,2025-09-12 08:13:43+00:00
3498280,3498280,1,0,0,3,3498280,3498282,2025-09-12 08:18:30+00:00,2025-09-12 08:18:30+00:00,2025-09-12 08:15:41+00:00,2025-09-12 08:19:21+00:00
3498294,3498295,2,0,0,3,3498294,3498296,2025-09-12 08:53:42+00:00,2025-09-12 08:54:04+00:00,2025-09-12 08:52:21+00:00,2025-09-12 08:52:36+00:00
3498330,3498330,1,0,0,2,3498330,3498331,2025-09-12 10:04:50+00:00,2025-09-12 10:04:50+00:00,2025-09-12 09:59:11+00:00,2025-09-12 10:01:37+00:00
3498337,3498337,1,0,0,2,3498337,3498338,2025-09-12 10:15:06+00:00,2025-09-12 10:15:06+00:00,2025-09-12 10:15:23+00:00,2025-09-12 10:16:18+00:00
3498343,3498345,3,0,0,5,3498343,3498347,2025-09-12 10:30:26+00:00,2025-09-12 10:35:27+00:00,2025-09-12 10:26:46+00:00,2025-09-12 10:33:03+00:00
3498369,3498369,1,0,0,2,3498369,3498370,2025-09-12 11:07:35+00:00,2025-09-12 11:07:35+00:00,2025-09-12 11:08:14+00:00,2025-09-12 11:09:49+00:00
3498383,3498383,1,0,0,2,3498383,3498384,2025-09-12 11:33:24+00:00,2025-09-12 11:33:24+00:00,2025-09-12 11:33:14+00:00,2025-09-12 11:34:54+00:00
3498388,3498388,1,0,0,2,3498388,3498389,2025-09-12 11:44:11+00:00,2025-09-12 11:44:11+00:00,2025-09-12 11:40:47+00:00,2025-09-12 11:45:40+00:00
3498395,3498395,1,0,0,3,3498395,3498397,2025-09-12 11:53:07+00:00,2025-09-12 11:53:07+00:00,2025-09-12 11:51:01+00:00,2025-09-12 11:53:18+00:00
3498400,3498400,1,0,0,2,3498400,3498401,2025-09-12 12:03:01+00:00,2025-09-12 12:03:01+00:00,2025-09-12 11:57:08+00:00,2025-09-12 12:05:51+00:00
3498402,3498402,1,0,0,2,3498402,3498403,2025-09-12 12:05:55+00:00,2025-09-12 12:05:55+00:00,2025-09-12 12:06:19+00:00,2025-09-12 12:07:24+00:00
3498404,3498404,1,0,0,2,3498404,3498405,2025-09-12 12:12:23+00:00,2025-09-12 12:12:23+00:00,2025-09-12 12:07:35+00:00,2025-09-12 12:07:49+00:00
3498417,3498418,2,0,0,3,3498417,3498419,2025-09-12 12:41:25+00:00,2025-09-12 12:48:14+00:00,2025-09-12 12:41:25+00:00,2025-09-12 12:50:10+00:00
3498439,3498439,1,0,0,2,3498439,3498440,2025-09-12 13:28:32+00:00,2025-09-12 13:28:32+00:00,2025-09-12 13:28:25+00:00,2025-09-12 13:28:49+00:00
3498463,3498463,1,0,0,2,3498463,3498464,2025-09-12 14:09:10+00:00,2025-09-12 14:09:10+00:00,2025-09-12 14:08:42+00:00,2025-09-12 14:09:12+00:00
3498466,3498466,1,0,0,2,3498466,3498467,2025-09-12 14:15:41+00:00,2025-09-12 14:15:41+00:00,2025-09-12 14:13:12+00:00,2025-09-12 14:13:36+00:00
3498490,3498491,2,0,0,3,3498490,3498492,2025-09-12 15:04:01+00:00,2025-09-12 15:04:37+00:00,2025-09-12 14:59:37+00:00,2025-09-12 15:02:46+00:00
3498494,3498494,1,0,0,2,3498494,3498495,2025-09-12 15:08:51+00:00,2025-09-12 15:08:51+00:00,2025-09-12 15:08:35+00:00,2025-09-12 15:09:15+00:00
3498508,3498508,1,0,0,2,3498508,3498509,2025-09-12 15:43:44+00:00,2025-09-12 15:43:44+00:00,2025-09-12 15:42:51+00:00,2025-09-12 15:46:22+00:00
3498522,3498524,3,0,0,5,3498522,3498526,2025-09-12 16:28:17+00:00,2025-09-12 16:30:44+00:00,2025-09-12 16:21:01+00:00,2025-09-12 16:28:58+00:00
3498540,3498540,1,0,0,2,3498540,3498541,2025-09-12 17:05:15+00:00,2025-09-12 17:05:15+00:00,2025-09-12 17:05:02+00:00,2025-09-12 17:06:13+00:00
3498583,3498583,1,0,0,2,3498583,3498584,2025-09-12 18:30:28+00:00,2025-09-12 18:30:28+00:00,2025-09-12 18:28:51+00:00,2025-09-12 18:29:21+00:00
3498591,3498591,1,0,0,2,3498591,3498592,2025-09-12 18:41:55+00:00,2025-09-12 18:41:55+00:00,2025-09-12 18:41:04+00:00,2025-09-12 18:41:38+00:00
3498593,3498593,1,0,0,2,3498593,3498594,2025-09-12 18:44:17+00:00,2025-09-12 18:44:17+00:00,2025-09-12 18:42:46+00:00,2025-09-12 18:46:08+00:00
3498600,3498600,1,0,0,2,3498600,3498601,2025-09-12 19:12:39+00:00,2025-09-12 19:12:39+00:00,2025-09-12 19:12:21+00:00,2025-09-12 19:14:25+00:00
3498607,3498607,1,0,0,2,3498607,3498608,2025-09-12 19:28:35+00:00,2025-09-12 19:28:35+00:00,2025-09-12 19:27:02+00:00,2025-09-12 19:28:41+00:00
3498637,3498637,1,0,0,2,3498637,3498638,2025-09-12 20:15:45+00:00,2025-09-12 20:15:45+00:00,2025-09-12 20:11:19+00:00,2025-09-12 20:13:59+00:00
3498654,3498654,1,0,0,2,3498654,3498655,2025-09-12 20:45:33+00:00,2025-09-12 20:45:33+00:00,2025-09-12 20:45:17+00:00,2025-09-12 20:45:38+00:00
3498657,3498658,2,0,0,3,3498657,3498659,2025-09-12 20:51:53+00:00,2025-09-12 20:53:09+00:00,2025-09-12 20:49:38+00:00,2025-09-12 20:54:21+00:00
3498678,3498678,1,0,0,3,3498678,3498680,2025-09-12 21:29:59+00:00,2025-09-12 21:29:59+00:00,2025-09-12 21:28:34+00:00,2025-09-12 21:30:07+00:00
3498681,3498682,2,0,0,3,3498681,3498683,2025-09-12 21:37:08+00:00,2025-09-12 21:40:42+00:00,2025-09-12 21:33:58+00:00,2025-09-12 21:36:23+00:00
3498710,3498712,3,0,0,4,3498710,3498713,2025-09-12 22:54:39+00:00,2025-09-12 22:56:45+00:00,2025-09-12 22:49:23+00:00,2025-09-12 22:56:17+00:00
3498718,3498718,1,0,0,3,3498718,3498720,2025-09-12 23:07:56+00:00,2025-09-12 23:07:56+00:00,2025-09-12 23:02:33+00:00,2025-09-12 23:09:44+00:00
3498738,3498739,2,0,0,4,3498738,3498741,2025-09-12 23:47:02+00:00,2025-09-12 23:53:23+00:00,2025-09-12 23:38:12+00:00,2025-09-12 23:50:22+00:00
3498752,3498755,4,0,0,7,3498752,3498758,2025-09-13 00:25:12+00:00,2025-09-13 00:36:51+00:00,2025-09-13 00:15:29+00:00,2025-09-13 00:29:50+00:00
3498779,3498779,1,0,0,2,3498779,3498780,2025-09-13 01:09:03+00:00,2025-09-13 01:09:03+00:00,2025-09-13 01:08:16+00:00,2025-09-13 01:09:12+00:00
3498783,3498783,1,0,0,2,3498783,3498784,2025-09-13 01:14:03+00:00,2025-09-13 01:14:03+00:00,2025-09-13 01:13:51+00:00,2025-09-13 01:15:26+00:00
3498831,3498831,1,0,0,2,3498831,3498832,2025-09-13 02:26:46+00:00,2025-09-13 02:26:46+00:00,2025-09-13 02:26:46+00:00,2025-09-13 02:28:18+00:00
3498835,3498836,2,0,0,3,3498835,3498837,2025-09-13 02:42:42+00:00,2025-09-13 02:42:44+00:00,2025-09-13 02:39:52+00:00,2025-09-13 02:41:11+00:00
3498849,3498849,1,0,0,2,3498849,3498850,2025-09-13 03:20:15+00:00,2025-09-13 03:20:15+00:00,2025-09-13 03:14:53+00:00,2025-09-13 03:15:13+00:00
3498894,3498894,1,0,0,2,3498894,3498895,2025-09-13 04:58:44+00:00,2025-09-13 04:58:44+00:00,2025-09-13 04:54:25+00:00,2025-09-13 04:58:39+00:00
3498904,3498904,1,0,0,2,3498904,3498905,2025-09-13 05:25:05+00:00,2025-09-13 05:25:05+00:00,2025-09-13 05:22:20+00:00,2025-09-13 05:24:56+00:00
3498907,3498907,1,0,0,2,3498907,3498908,2025-09-13 05:33:35+00:00,2025-09-13 05:33:35+00:00,2025-09-13 05:29:32+00:00,2025-09-13 05:35:42+00:00
3498928,3498928,1,0,0,2,3498928,3498929,2025-09-13 06:09:14+00:00,2025-09-13 06:09:14+00:00,2025-09-13 06:08:22+00:00,2025-09-13 06:09:08+00:00
3498930,3498930,1,0,0,2,3498930,3498931,2025-09-13 06:12:16+00:00,2025-09-13 06:12:16+00:00,2025-09-13 06:10:28+00:00,2025-09-13 06:13:04+00:00
3498952,3498952,1,0,0,2,3498952,3498953,2025-09-13 06:52:43+00:00,2025-09-13 06:52:43+00:00,2025-09-13 06:51:35+00:00,2025-09-13 06:54:38+00:00
3498954,3498954,1,0,0,2,3498954,3498955,2025-09-13 07:02:32+00:00,2025-09-13 07:02:32+00:00,2025-09-13 06:56:51+00:00,2025-09-13 06:58:05+00:00
3498956,3498956,1,0,0,2,3498956,3498957,2025-09-13 07:03:24+00:00,2025-09-13 07:03:24+00:00,2025-09-13 07:03:17+00:00,2025-09-13 07:04:15+00:00
3498958,3498958,1,0,0,2,3498958,3498959,2025-09-13 07:06:43+00:00,2025-09-13 07:06:43+00:00,2025-09-13 07:05:59+00:00,2025-09-13 07:09:56+00:00
3498973,3498973,1,0,0,2,3498973,3498974,2025-09-13 07:38:56+00:00,2025-09-13 07:38:56+00:00,2025-09-13 07:38:34+00:00,2025-09-13 07:39:39+00:00
3498980,3498980,1,0,0,2,3498980,3498981,2025-09-13 07:48:23+00:00,2025-09-13 07:48:23+00:00,2025-09-13 07:46:08+00:00,2025-09-13 07:49:18+00:00
3498995,3498995,1,0,0,2,3498995,3498996,2025-09-13 08:21:31+00:00,2025-09-13 08:21:31+00:00,2025-09-13 08:17:39+00:00,2025-09-13 08:20:32+00:00
3499047,3499047,1,0,0,2,3499047,3499048,2025-09-13 09:52:51+00:00,2025-09-13 09:52:51+00:00,2025-09-13 09:52:05+00:00,2025-09-13 09:53:03+00:00
3499079,3499080,2,0,0,3,3499079,3499081,2025-09-13 10:43:54+00:00,2025-09-13 10:47:10+00:00,2025-09-13 10:42:25+00:00,2025-09-13 10:43:04+00:00
3499095,3499095,1,0,0,2,3499095,3499096,2025-09-13 11:23:47+00:00,2025-09-13 11:23:47+00:00,2025-09-13 11:19:05+00:00,2025-09-13 11:28:21+00:00
3499122,3499122,1,0,0,2,3499122,3499123,2025-09-13 12:25:58+00:00,2025-09-13 12:25:58+00:00,2025-09-13 12:21:59+00:00,2025-09-13 12:23:16+00:00
3499124,3499124,1,0,0,2,3499124,3499125,2025-09-13 12:29:11+00:00,2025-09-13 12:29:11+00:00,2025-09-13 12:27:26+00:00,2025-09-13 12:29:26+00:00
3499145,3499145,1,0,0,2,3499145,3499146,2025-09-13 13:01:04+00:00,2025-09-13 13:01:04+00:00,2025-09-13 12:56:05+00:00,2025-09-13 12:59:19+00:00
3499147,3499147,1,0,0,2,3499147,3499148,2025-09-13 13:02:49+00:00,2025-09-13 13:02:49+00:00,2025-09-13 13:02:49+00:00,2025-09-13 13:07:48+00:00
3499157,3499157,1,0,0,2,3499157,3499158,2025-09-13 13:21:06+00:00,2025-09-13 13:21:06+00:00,2025-09-13 13:20:12+00:00,2025-09-13 13:22:22+00:00
3499175,3499175,1,0,0,2,3499175,3499176,2025-09-13 13:42:31+00:00,2025-09-13 13:42:31+00:00,2025-09-13 13:42:35+00:00,2025-09-13 13:45:10+00:00
3499181,3499181,1,0,0,2,3499181,3499182,2025-09-13 13:56:14+00:00,2025-09-13 13:56:14+00:00,2025-09-13 13:53:00+00:00,2025-09-13 13:56:30+00:00
3499186,3499186,1,0,0,2,3499186,3499187,2025-09-13 14:02:13+00:00,2025-09-13 14:02:13+00:00,2025-09-13 14:00:50+00:00,2025-09-13 14:05:13+00:00
3499196,3499196,1,0,0,2,3499196,3499197,2025-09-13 14:19:52+00:00,2025-09-13 14:19:52+00:00,2025-09-13 14:18:49+00:00,2025-09-13 14:22:19+00:00
3499205,3499205,1,0,0,2,3499205,3499206,2025-09-13 14:41:28+00:00,2025-09-13 14:41:28+00:00,2025-09-13 14:40:26+00:00,2025-09-13 14:41:20+00:00
3499208,3499208,1,0,0,2,3499208,3499209,2025-09-13 14:42:37+00:00,2025-09-13 14:42:37+00:00,2025-09-13 14:44:03+00:00,2025-09-13 14:44:34+00:00
3499214,3499215,2,0,0,3,3499214,3499216,2025-09-13 15:06:55+00:00,2025-09-13 15:07:05+00:00,2025-09-13 15:04:02+00:00,2025-09-13 15:06:03+00:00
3499220,3499222,3,0,0,5,3499220,3499224,2025-09-13 15:22:17+00:00,2025-09-13 15:25:58+00:00,2025-09-13 15:14:05+00:00,2025-09-13 15:24:08+00:00
3499232,3499232,1,0,0,2,3499232,3499233,2025-09-13 15:34:55+00:00,2025-09-13 15:34:55+00:00,2025-09-13 15:35:00+00:00,2025-09-13 15:36:36+00:00
3499238,3499238,1,0,0,2,3499238,3499239,2025-09-13 15:50:15+00:00,2025-09-13 15:50:15+00:00,2025-09-13 15:49:43+00:00,2025-09-13 15:53:43+00:00
3499240,3499241,2,0,0,3,3499240,3499242,2025-09-13 15:58:12+00:00,2025-09-13 15:59:14+00:00,2025-09-13 15:54:06+00:00,2025-09-13 15:56:38+00:00
3499244,3499244,1,0,0,2,3499244,3499245,2025-09-13 16:01:49+00:00,2025-09-13 16:01:49+00:00,2025-09-13 16:01:37+00:00,2025-09-13 16:11:28+00:00
3499247,3499247,1,0,0,2,3499247,3499248,2025-09-13 16:17:32+00:00,2025-09-13 16:17:32+00:00,2025-09-13 16:14:47+00:00,2025-09-13 16:15:07+00:00
3499249,3499249,1,0,0,2,3499249,3499250,2025-09-13 16:20:00+00:00,2025-09-13 16:20:00+00:00,2025-09-13 16:17:48+00:00,2025-09-13 16:19:09+00:00
3499255,3499262,8,0,0,10,3499255,3499264,2025-09-13 16:33:34+00:00,2025-09-13 16:44:02+00:00,2025-09-13 16:28:27+00:00,2025-09-13 16:38:50+00:00
3499273,3499273,1,0,0,2,3499273,3499274,2025-09-13 16:55:28+00:00,2025-09-13 16:55:28+00:00,2025-09-13 16:53:48+00:00,2025-09-13 16:55:33+00:00
3499280,3499280,1,0,0,2,3499280,3499281,2025-09-13 17:01:05+00:00,2025-09-13 17:01:05+00:00,2025-09-13 17:01:06+00:00,2025-09-13 17:03:24+00:00
3499305,3499305,1,0,0,2,3499305,3499306,2025-09-13 17:35:42+00:00,2025-09-13 17:35:42+00:00,2025-09-13 17:35:04+00:00,2025-09-13 17:35:38+00:00
3499319,3499323,5,0,0,6,3499319,3499324,2025-09-13 18:05:19+00:00,2025-09-13 18:11:59+00:00,2025-09-13 17:57:28+00:00,2025-09-13 18:06:04+00:00
3499325,3499325,1,0,0,2,3499325,3499326,2025-09-13 18:12:30+00:00,2025-09-13 18:12:30+00:00,2025-09-13 18:16:06+00:00,2025-09-13 18:20:09+00:00
3499336,3499336,1,0,0,2,3499336,3499337,2025-09-13 18:43:34+00:00,2025-09-13 18:43:34+00:00,2025-09-13 18:34:15+00:00,2025-09-13 18:37:26+00:00
3499340,3499342,3,0,0,4,3499340,3499343,2025-09-13 18:55:03+00:00,2025-09-13 18:58:23+00:00,2025-09-13 18:50:54+00:00,2025-09-13 18:55:38+00:00
3499352,3499352,1,0,0,2,3499352,3499353,2025-09-13 19:16:17+00:00,2025-09-13 19:16:17+00:00,2025-09-13 19:15:51+00:00,2025-09-13 19:16:54+00:00
3499355,3499355,1,0,0,2,3499355,3499356,2025-09-13 19:21:04+00:00,2025-09-13 19:21:04+00:00,2025-09-13 19:18:48+00:00,2025-09-13 19:22:24+00:00
3499367,3499367,1,0,0,2,3499367,3499368,2025-09-13 19:42:38+00:00,2025-09-13 19:42:38+00:00,2025-09-13 19:40:43+00:00,2025-09-13 19:41:25+00:00
3499371,3499371,1,0,0,2,3499371,3499372,2025-09-13 19:56:07+00:00,2025-09-13 19:56:07+00:00,2025-09-13 19:47:37+00:00,2025-09-13 19:50:51+00:00
3499387,3499387,1,0,0,2,3499387,3499388,2025-09-13 20:30:29+00:00,2025-09-13 20:30:29+00:00,2025-09-13 20:28:43+00:00,2025-09-13 20:30:30+00:00
3499396,3499396,1,0,0,2,3499396,3499397,2025-09-13 20:54:20+00:00,2025-09-13 20:54:20+00:00,2025-09-13 20:51:09+00:00,2025-09-13 20:54:31+00:00
3499409,3499409,1,0,0,2,3499409,3499410,2025-09-13 21:14:00+00:00,2025-09-13 21:14:00+00:00,2025-09-13 21:14:09+00:00,2025-09-13 21:15:41+00:00
3499412,3499412,1,0,0,2,3499412,3499413,2025-09-13 21:22:53+00:00,2025-09-13 21:22:53+00:00,2025-09-13 21:21:46+00:00,2025-09-13 21:24:46+00:00
3499420,3499420,1,0,0,2,3499420,3499421,2025-09-13 21:36:21+00:00,2025-09-13 21:36:21+00:00,2025-09-13 21:36:10+00:00,2025-09-13 21:39:30+00:00
3499422,3499422,1,0,0,2,3499422,3499423,2025-09-13 21:45:27+00:00,2025-09-13 21:45:27+00:00,2025-09-13 21:39:47+00:00,2025-09-13 21:44:45+00:00
3499427,3499427,1,0,0,2,3499427,3499428,2025-09-13 21:50:16+00:00,2025-09-13 21:50:16+00:00,2025-09-13 21:50:13+00:00,2025-09-13 21:50:22+00:00
3499435,3499435,1,0,0,2,3499435,3499436,2025-09-13 22:07:55+00:00,2025-09-13 22:07:55+00:00,2025-09-13 22:06:42+00:00,2025-09-13 22:09:37+00:00
3499446,3499446,1,0,0,2,3499446,3499447,2025-09-13 22:25:42+00:00,2025-09-13 22:25:42+00:00,2025-09-13 22:23:23+00:00,2025-09-13 22:24:37+00:00
3499456,3499456,1,0,0,2,3499456,3499457,2025-09-13 22:40:57+00:00,2025-09-13 22:40:57+00:00,2025-09-13 22:37:09+00:00,2025-09-13 22:37:52+00:00
3499458,3499458,1,0,0,2,3499458,3499459,2025-09-13 22:44:28+00:00,2025-09-13 22:44:28+00:00,2025-09-13 22:44:17+00:00,2025-09-13 22:46:02+00:00
3499460,3499460,1,0,0,2,3499460,3499461,2025-09-13 22:49:28+00:00,2025-09-13 22:49:28+00:00,2025-09-13 22:47:42+00:00,2025-09-13 22:49:20+00:00
3499470,3499470,1,0,0,2,3499470,3499471,2025-09-13 23:03:00+00:00,2025-09-13 23:03:00+00:00,2025-09-13 23:02:42+00:00,2025-09-13 23:05:12+00:00
3499474,3499477,4,0,0,6,3499474,3499479,2025-09-13 23:15:35+00:00,2025-09-13 23:18:28+00:00,2025-09-13 23:12:23+00:00,2025-09-13 23:17:45+00:00
3499484,3499484,1,0,0,2,3499484,3499485,2025-09-13 23:38:39+00:00,2025-09-13 23:38:39+00:00,2025-09-13 23:37:53+00:00,2025-09-13 23:39:49+00:00
3499502,3499502,1,0,0,2,3499502,3499503,2025-09-14 00:06:44+00:00,2025-09-14 00:06:44+00:00,2025-09-14 00:05:30+00:00,2025-09-14 00:06:57+00:00
3499505,3499506,2,0,0,3,3499505,3499507,2025-09-14 00:12:18+00:00,2025-09-14 00:12:24+00:00,2025-09-14 00:09:05+00:00,2025-09-14 00:11:59+00:00
3499508,3499508,1,0,0,2,3499508,3499509,2025-09-14 00:15:28+00:00,2025-09-14 00:15:28+00:00,2025-09-14 00:13:52+00:00,2025-09-14 00:15:49+00:00
3499515,3499515,1,0,0,2,3499515,3499516,2025-09-14 00:23:39+00:00,2025-09-14 00:23:39+00:00,2025-09-14 00:21:58+00:00,2025-09-14 00:22:14+00:00
3499517,3499517,1,0,0,2,3499517,3499518,2025-09-14 00:25:19+00:00,2025-09-14 00:25:19+00:00,2025-09-14 00:24:19+00:00,2025-09-14 00:28:29+00:00
3499527,3499527,1,0,0,2,3499527,3499528,2025-09-14 00:44:33+00:00,2025-09-14 00:44:33+00:00,2025-09-14 00:43:19+00:00,2025-09-14 00:48:13+00:00
3499529,3499529,1,0,0,2,3499529,3499530,2025-09-14 01:04:43+00:00,2025-09-14 01:04:43+00:00,2025-09-14 00:56:39+00:00,2025-09-14 01:07:13+00:00
3499531,3499531,1,0,0,2,3499531,3499532,2025-09-14 01:07:34+00:00,2025-09-14 01:07:34+00:00,2025-09-14 01:07:31+00:00,2025-09-14 01:08:26+00:00
3499534,3499534,1,0,0,2,3499534,3499535,2025-09-14 01:12:11+00:00,2025-09-14 01:12:11+00:00,2025-09-14 01:11:46+00:00,2025-09-14 01:13:51+00:00
3499548,3499548,1,0,0,2,3499548,3499549,2025-09-14 01:37:28+00:00,2025-09-14 01:37:28+00:00,2025-09-14 01:36:44+00:00,2025-09-14 01:39:16+00:00
3499598,3499599,2,0,0,3,3499598,3499600,2025-09-14 03:03:18+00:00,2025-09-14 03:03:24+00:00,2025-09-14 03:01:33+00:00,2025-09-14 03:05:20+00:00
3499607,3499607,1,0,0,2,3499607,3499608,2025-09-14 03:28:15+00:00,2025-09-14 03:28:15+00:00,2025-09-14 03:25:51+00:00,2025-09-14 03:26:51+00:00
3499613,3499613,1,0,0,2,3499613,3499614,2025-09-14 03:37:30+00:00,2025-09-14 03:37:30+00:00,2025-09-14 03:34:40+00:00,2025-09-14 03:37:27+00:00
3499621,3499621,1,0,0,2,3499621,3499622,2025-09-14 03:49:11+00:00,2025-09-14 03:49:11+00:00,2025-09-14 03:49:40+00:00,2025-09-14 03:50:15+00:00
3499623,3499623,1,0,0,2,3499623,3499624,2025-09-14 03:53:41+00:00,2025-09-14 03:53:41+00:00,2025-09-14 03:53:00+00:00,2025-09-14 03:55:26+00:00
3499631,3499631,1,0,0,2,3499631,3499632,2025-09-14 04:09:09+00:00,2025-09-14 04:09:09+00:00,2025-09-14 04:08:01+00:00,2025-09-14 04:11:20+00:00
3499637,3499639,3,0,0,4,3499637,3499640,2025-09-14 04:24:41+00:00,2025-09-14 04:30:34+00:00,2025-09-14 04:22:19+00:00,2025-09-14 04:25:12+00:00
3499645,3499648,4,0,0,6,3499645,3499650,2025-09-14 04:43:25+00:00,2025-09-14 04:52:29+00:00,2025-09-14 04:35:37+00:00,2025-09-14 04:49:56+00:00
3499656,3499656,1,0,0,2,3499656,3499657,2025-09-14 05:06:42+00:00,2025-09-14 05:06:42+00:00,2025-09-14 05:04:20+00:00,2025-09-14 05:05:44+00:00
3499659,3499676,18,0,0,20,3499659,3499678,2025-09-14 05:08:52+00:00,2025-09-14 06:20:45+00:00,2025-09-14 05:12:14+00:00,2025-09-14 06:15:19+00:00
3499692,3499692,1,0,0,2,3499692,3499693,2025-09-14 07:00:13+00:00,2025-09-14 07:00:13+00:00,2025-09-14 06:54:13+00:00,2025-09-14 06:56:02+00:00
3499706,3499706,1,0,0,2,3499706,3499707,2025-09-14 07:19:05+00:00,2025-09-14 07:19:05+00:00,2025-09-14 07:17:09+00:00,2025-09-14 07:21:10+00:00
3499711,3499711,1,0,0,2,3499711,3499712,2025-09-14 07:26:58+00:00,2025-09-14 07:26:58+00:00,2025-09-14 07:25:48+00:00,2025-09-14 07:30:24+00:00
3499713,3499713,1,0,0,3,3499713,3499715,2025-09-14 07:32:07+00:00,2025-09-14 07:32:07+00:00,2025-09-14 07:30:51+00:00,2025-09-14 07:32:15+00:00
